brand,category,condition,original_price,resale_price
ASOS,Women's Bottoms,New with tags,4600,4140
Pantaloons,Men's Bottoms,Fair,3200,600
Under Armour,Women's Tops,Good,2900,1050
Accessorize,Women's Traditional,Like New,3000,2100
Max,Women's Sets,New with tags,1900,1700
Levi's,Women's Traditional,Well Loved,5200,850
Anatomy,Women's Traditional,Like New,1900,1350
Rangmanch,Women's Bottoms,Well Loved,3000,450
Hidesign,Women's Dresses,Like New,9400,5450
Charles & Keith,Men's Outerwear,Good,7900,4150
Anita Dongre,Women's Tops,Good,18000,7050
Rohit Bal,Women's Bottoms,Good,39700,16350
Uniqlo,Men's Tops,Good,4100,1550
Nike,Women's Traditional,Good,9700,4200
Peter England,Men's Tops,New with tags,2300,1700
Amrapali,Men's Bottoms,Good,4900,2150
Ritu Wear,Women's Dresses,Fair,6400,1500
FabIndia,Women's Outerwear,Fair,5100,1250
Arrow,Men's Outerwear,Good,4400,1800
Levi's,Men's Bottoms,Good,5400,2450
Reliance Trends,Women's Traditional,Good,1400,700
Louis Philippe,Jewelry,Like New,6700,4250
V-Mart,Footwear,Good,1400,700
Marks & Spencer,Women's Tops,Like New,3000,1700
Thrift,Men's Outerwear,Good,650,250
Abu Jani Sandeep Khosla,Women's Tops,New with tags,60500,50750
Louis Philippe,Women's Traditional,Good,1700,750
Vans,Women's Dresses,Good,7400,3450
Park Avenue,Women's Traditional,Like New,4000,2600
Sabyasachi,Women's Bottoms,Like New,93100,58650
Ralph Lauren,Women's Tops,Like New,16400,9800
Converse,Women's Bottoms,Good,5400,2100
AND,Footwear,Like New,2800,1800
Adidas,Women's Traditional,Good,6600,2650
Masaba Gupta,Women's Dresses,Like New,6100,3600
Reformation,Men's Bottoms,Well Loved,24000,2750
Calvin Klein,Women's Outerwear,Like New,11800,8450
Zara,Women's Bottoms,Fair,3100,700
Marks & Spencer,Women's Sets,New with tags,5800,4250
& Other Stories,Women's Tops,New with tags,9300,7550
Tarun Tahiliani,Men's Bottoms,Like New,108000,56550
Biba,Men's Bottoms,Good,4400,1850
Van Heusen,Women's Outerwear,Like New,5700,4300
Masaba Gupta,Men's Outerwear,Good,5500,2150
Only,Women's Outerwear,Well Loved,3800,650
Monte Carlo,Women's Tops,Like New,4000,2650
Only,Women's Traditional,Good,2100,1150
Charles & Keith,Women's Dresses,Fair,8200,2400
Skechers,Women's Tops,Well Loved,2700,300
Anju Modi,Women's Sets,Good,25400,10300
Anju Modi,Women's Sets,Well Loved,19400,2350
Clarks,Men's Outerwear,Like New,8700,5800
Marks & Spencer,Women's Dresses,Like New,6400,3500
Van Heusen,Men's Formal,Good,5200,2150
Reliance Trends,Bags,Like New,1900,1400
FabIndia,Women's Bottoms,Like New,2800,1700
COS,Men's Tops,Like New,13000,6650
Allen Solly,Women's Dresses,Like New,5400,3200
Vero Moda,Women's Tops,Like New,5000,2800
ASOS,Women's Bottoms,Good,4600,1800
Shantanu & Nikhil,Women's Traditional,Like New,11100,8300
Steve Madden,Men's Bottoms,Fair,5800,1200
H&M,Men's Bottoms,Good,3300,1450
Ritu Kumar,Women's Tops,Fair,8900,2000
Marks & Spencer,Women's Traditional,Fair,4200,1200
Acne Studios,Men's Outerwear,Good,24000,10800
Calvin Klein,Women's Sets,Fair,8600,2150
Abu Jani Sandeep Khosla,Women's Tops,Fair,86700,21000
Arrow,Women's Tops,Like New,1500,950
Anju Modi,Women's Sets,Good,24700,10600
Amrapali,Women's Tops,Like New,5100,3050
No Brand,Women's Bottoms,Well Loved,600,100
Anatomy,Women's Tops,New with tags,800,700
Local Brand,Men's Formal,Good,1450,800
Jaypore,Women's Tops,Well Loved,6000,750
No Brand,Women's Bottoms,Fair,250,100
Tommy Hilfiger,Accessories,New with tags,10800,8300
Ritu Kumar,Men's Tops,Well Loved,25800,3300
Westside,Women's Dresses,Good,1700,650
Arrow,Women's Tops,Like New,1500,1050
Zara,Footwear,Fair,6900,2050
Masaba Gupta,Jewelry,Good,21600,10550
Baggit,Men's Tops,Like New,1600,950
Payal Singhal,Women's Dresses,Fair,20700,4750
Charles & Keith,Footwear,Good,6500,2400
Skechers,Women's Outerwear,Fair,5300,1600
Nanushka,Women's Tops,Fair,13600,3850
AND,Men's Tops,Good,6600,2950
COS,Men's Formal,Fair,11700,3300
Rangmanch,Men's Formal,New with tags,2100,1600
Payal Singhal,Women's Tops,New with tags,10800,8350
Rangmanch,Men's Outerwear,Fair,4800,1650
Nine West,Women's Bottoms,Fair,5400,1150
Anamika Khanna,Men's Tops,Good,12200,4350
Steve Madden,Women's Bottoms,Good,4800,1900
Rangmanch,Women's Tops,Good,4400,1850
Chemistry,Women's Tops,Fair,3300,750
Forever 21,Women's Sets,Like New,2700,1900
Max,Men's Tops,Good,700,250
Reformation,Men's Tops,Good,12900,5200
ASOS,Footwear,Like New,4300,3000
Adidas,Women's Traditional,Fair,6200,2050
Mango,Women's Tops,Like New,8700,4600
Rangmanch,Women's Tops,Well Loved,3700,450
Thrift,Footwear,Like New,1200,750
Biba,Bags,New with tags,5600,5040
Arrow,Women's Traditional,New with tags,2100,1700
Rangmanch,Footwear,Good,3500,1600
Ritu Kumar,Women's Tops,Like New,9800,5850
Converse,Women's Tops,New with tags,5100,4500
Levi's,Women's Tops,Well Loved,4600,600
AND,Women's Bottoms,Fair,4200,850
Allen Solly,Men's Formal,Like New,3100,1750
Jaypore,Bags,New with tags,6500,5400
Charles & Keith,Women's Outerwear,Fair,3700,900
H&M,Women's Tops,Good,3800,1450
Clarks,Women's Tops,Fair,9500,1700
Reformation,Bags,Good,23600,11150
COS,Men's Outerwear,Like New,11700,8250
Abu Jani Sandeep Khosla,Men's Outerwear,Good,85300,38100
Uniqlo,Men's Tops,Good,6200,2500
Ralph Lauren,Men's Tops,Like New,16300,7850
Louis Philippe,Women's Tops,New with tags,4700,4050
Allen Solly,Women's Tops,Like New,1300,750
Ritu Wear,Women's Bottoms,Like New,8800,5200
V-Mart,Men's Bottoms,Good,500,200
Biba,Accessories,Fair,6200,1450
Vans,Women's Dresses,Well Loved,4100,700
Ralph Lauren,Women's Outerwear,Like New,7800,5350
ARKET,Women's Tops,Good,11800,4450
Abu Jani Sandeep Khosla,Women's Outerwear,Well Loved,47600,7050
Louis Philippe,Women's Bottoms,Well Loved,2500,400
Westside,Women's Traditional,Well Loved,3000,450
Anatomy,Women's Outerwear,Good,4300,2150
Toteme,Women's Tops,Good,15200,6850
Ritu Wear,Women's Sets,Good,2300,1100
Aurelia,Women's Tops,Good,900,400
Shantanu & Nikhil,Women's Bottoms,Well Loved,13900,1800
Ritu Wear,Women's Tops,Well Loved,4200,600
Tribe Amrapali,Bags,Like New,5000,3100
Payal Singhal,Women's Sets,Good,16500,8000
Jaypore,Women's Bottoms,Fair,7200,2150
Calvin Klein,Men's Tops,Fair,8400,1750
Levi's,Men's Outerwear,Like New,4400,3150
Arrow,Men's Bottoms,Fair,4600,1200
Louis Philippe,Women's Dresses,Fair,4600,1250
Toteme,Women's Tops,Good,13800,5300
Forever 21,Accessories,Like New,1000,600
Ritu Kumar,Bags,Like New,8800,5350
Reliance Trends,Women's Outerwear,Good,1900,850
Levi's,Men's Tops,Well Loved,7300,1150
Louis Philippe,Women's Bottoms,Like New,4500,2900
Anatomy,Women's Bottoms,Good,1700,750
FabIndia,Women's Traditional,New with tags,6800,6120
Tommy Hilfiger,Men's Formal,Good,4400,1950
Park Avenue,Women's Tops,Good,5700,2500
Park Avenue,Women's Bottoms,Good,2500,1000
Marks & Spencer,Women's Sets,Like New,1600,1050
No Brand,Jewelry,Good,300,150
Rangmanch,Men's Tops,Like New,4500,2900
Acne Studios,Women's Bottoms,Like New,46700,26150
Nike,Women's Sets,Well Loved,2700,500
Forever 21,Women's Outerwear,Like New,1500,1100
Steve Madden,Women's Traditional,Good,6300,2900
Hidesign,Men's Outerwear,Like New,19200,13250
AND,Women's Sets,Well Loved,7000,1200
Amrapali,Women's Sets,Like New,4200,2650
Uniqlo,Bags,Like New,6100,4200
AND,Women's Sets,Like New,4300,2750
Baggit,Women's Traditional,Like New,4900,3100
Puma,Women's Tops,Like New,4700,2650
Monte Carlo,Women's Tops,Good,3100,1150
Baggit,Men's Formal,Like New,4000,2600
Rangmanch,Women's Tops,Fair,1000,200
COS,Women's Outerwear,Good,4000,1900
H&M,Accessories,Good,1100,400
Reliance Trends,Women's Tops,New with tags,1550,1100
Ritu Wear,Men's Bottoms,Well Loved,3400,450
Puma,Men's Formal,Well Loved,5000,650
Accessorize,Women's Bottoms,Good,700,300
Tribe Amrapali,Women's Traditional,Like New,4900,3700
Aurelia,Women's Tops,Fair,4000,950
Hidesign,Men's Tops,New with tags,12100,9000
Tommy Hilfiger,Footwear,Well Loved,8600,1250
Jaypore,Women's Traditional,Good,5400,2500
Pantaloons,Women's Tops,Like New,1700,950
Pantaloons,Men's Tops,Like New,3300,2100
Sabyasachi,Men's Outerwear,Good,123700,57750
Park Avenue,Men's Formal,Good,3200,1400
Louis Philippe,Women's Outerwear,Good,2800,1250
Accessorize,Men's Formal,Fair,3400,800
Mango,Jewelry,Like New,3600,2250
Uniqlo,Women's Bottoms,Like New,3900,2550
Global Desi,Women's Sets,Fair,8300,2350
Ritu Wear,Women's Traditional,Like New,5900,3850
Shantanu & Nikhil,Women's Outerwear,Fair,29800,8500
Nine West,Men's Formal,Good,7300,2600
Jaypore,Women's Bottoms,Good,5300,2000
Louis Philippe,Men's Tops,Like New,3000,1700
Abu Jani Sandeep Khosla,Women's Bottoms,Fair,54500,15000
Accessorize,Women's Dresses,Like New,2400,1450
Rangmanch,Women's Sets,Like New,3400,2150
Vans,Accessories,Good,6600,2400
Westside,Women's Bottoms,Like New,3900,2300
Sabyasachi,Men's Bottoms,Like New,72400,42900
Abu Jani Sandeep Khosla,Women's Outerwear,New with tags,81700,71750
Charles & Keith,Men's Formal,Good,6300,2800
Aurelia,Women's Traditional,Good,1900,1050
Aurelia,Men's Formal,Fair,1800,600
Baggit,Women's Bottoms,Fair,4100,900
Reformation,Men's Outerwear,Good,20900,10050
Anita Dongre,Footwear,New with tags,28100,23750
Park Avenue,Women's Tops,Fair,2800,700
Aldo,Women's Sets,Good,5600,2400
Steve Madden,Men's Formal,New with tags,3600,3240
Biba,Men's Formal,Like New,5200,3500
AND,Women's Tops,Fair,3900,1050
Zara,Women's Traditional,Like New,4600,3600
Westside,Women's Outerwear,Fair,700,200
Arrow,Men's Tops,Like New,2000,1200
Rangmanch,Bags,Fair,3200,750
Nine West,Women's Traditional,Good,6100,2750
Levi's,Footwear,Like New,5200,3050
Chemistry,Men's Bottoms,New with tags,2900,2300
Rangmanch,Men's Formal,Like New,4500,2950
Anatomy,Women's Tops,Good,1700,700
ASOS,Women's Dresses,Like New,4900,3050
Allen Solly,Men's Formal,Like New,2200,1500
Adidas,Men's Tops,New with tags,3900,2600
Zara,Women's Dresses,Good,2400,1100
Chemistry,Women's Bottoms,Good,2200,950
Shantanu & Nikhil,Women's Traditional,Fair,16800,5200
Aldo,Jewelry,Fair,5500,1700
No Brand,Women's Bottoms,Like New,350,200
Amrapali,Women's Traditional,Fair,17000,4250
Anita Dongre,Women's Tops,Like New,14600,8300
Toteme,Men's Tops,Good,25600,8800
Local Brand,Men's Outerwear,Like New,650,450
Aldo,Accessories,Well Loved,2700,350
FabIndia,Women's Bottoms,Fair,1200,250
Tommy Hilfiger,Women's Tops,Like New,11800,6700
Monte Carlo,Accessories,Like New,1000,450
Park Avenue,Women's Tops,New with tags,6000,5250
Toteme,Men's Outerwear,New with tags,23200,20880
Sangria,Women's Bottoms,Well Loved,3700,450
Biba,Women's Bottoms,Good,3700,1650
Levi's,Women's Sets,Good,7400,3150
Skechers,Women's Bottoms,Fair,4600,900
Reformation,Men's Formal,Like New,16800,11500
Toteme,Women's Sets,Fair,12500,3350
Jaypore,Men's Tops,Good,6500,2750
Shantanu & Nikhil,Women's Outerwear,Like New,9100,6100
Max,Women's Traditional,Fair,2100,500
Chemistry,Women's Traditional,Like New,3700,2450
Converse,Women's Dresses,Like New,6800,4950
Abu Jani Sandeep Khosla,Women's Dresses,Like New,47900,28200
Steve Madden,Footwear,New with tags,9500,8550
Global Desi,Men's Outerwear,Good,8300,4200
Under Armour,Women's Dresses,New with tags,2400,1800
Ralph Lauren,Women's Traditional,Fair,9500,2800
Anatomy,Bags,Like New,3200,2000
& Other Stories,Women's Tops,Good,5100,1950
Clarks,Women's Dresses,Good,3800,1650
Under Armour,Footwear,Good,3700,1800
Only,Women's Traditional,Like New,3800,2750
Toteme,Women's Bottoms,Good,29700,12550
Ralph Lauren,Women's Outerwear,Good,10200,4000
Biba,Women's Traditional,Like New,5400,3250
Ralph Lauren,Footwear,Well Loved,12400,1850
Uniqlo,Men's Outerwear,Well Loved,5900,1150
Uniqlo,Women's Bottoms,Good,6600,2600
Adidas,Accessories,Like New,3500,1750
AND,Footwear,Like New,4600,2600
Monte Carlo,Bags,Good,1700,950
Accessorize,Men's Tops,Fair,2000,450
V-Mart,Women's Outerwear,New with tags,1500,1250
Chemistry,Women's Traditional,Good,1800,650
Under Armour,Men's Tops,Good,6600,2350
W,Women's Sets,Like New,3700,2700
V-Mart,Men's Tops,Like New,350,200
Max,Bags,Fair,2500,750
Abu Jani Sandeep Khosla,Accessories,New with tags,56000,36850
Shantanu & Nikhil,Women's Tops,Like New,13500,7300
Anita Dongre,Women's Tops,Good,30000,13350
Max,Women's Traditional,Good,500,250
Steve Madden,Women's Dresses,Good,6600,3450
Payal Singhal,Women's Sets,Good,17600,7950
Allen Solly,Women's Tops,Fair,4900,1100
New Balance,Footwear,Fair,11700,3000
Anju Modi,Women's Bottoms,Like New,24600,14800
Ralph Lauren,Men's Bottoms,Like New,9100,4850
Monte Carlo,Women's Bottoms,Good,1600,700
H&M,Women's Bottoms,Good,3100,1350
Peter England,Women's Traditional,Fair,1800,450
Ritu Wear,Women's Dresses,Good,3800,1750
V-Mart,Women's Bottoms,Fair,1000,200
Skechers,Women's Outerwear,Good,4200,1900
Manish Malhotra,Bags,Good,127100,52700
Monte Carlo,Bags,Fair,2000,600
Only,Men's Tops,Fair,1100,300
Park Avenue,Women's Bottoms,Like New,5000,3000
Nanushka,Women's Bottoms,Good,11900,5000
Levi's,Women's Bottoms,Good,7500,2650
Payal Singhal,Women's Bottoms,Like New,26200,18550
Skechers,Women's Dresses,Like New,7600,4800
Ritu Wear,Men's Tops,Well Loved,3900,550
Amrapali,Men's Outerwear,Good,9600,4250
FabIndia,Women's Outerwear,Fair,1600,450
Vero Moda,Women's Bottoms,Like New,4000,2300
Hidesign,Women's Bottoms,New with tags,10600,8100
Mango,Footwear,Fair,2800,600
Van Heusen,Women's Traditional,Like New,4600,3050
Clarks,Women's Outerwear,Good,4300,2200
Tarun Tahiliani,Men's Outerwear,Like New,88300,57150
Peter England,Women's Outerwear,Good,2800,1650
Zara,Men's Bottoms,Good,8400,3500
Levi's,Women's Bottoms,Good,6300,2900
Toteme,Women's Bottoms,Good,10000,4050
Chemistry,Men's Tops,New with tags,3800,2650
Toteme,Men's Tops,Good,18700,8100
Converse,Women's Sets,Fair,5100,1300
Toteme,Women's Traditional,Good,18800,8050
ARKET,Men's Outerwear,Like New,16700,10950
Puma,Bags,New with tags,4000,3600
Jaypore,Women's Tops,New with tags,1700,1200
Nanushka,Women's Tops,Good,18600,7900
W,Women's Tops,Well Loved,2000,250
Clarks,Women's Tops,Like New,5900,3450
Vero Moda,Women's Traditional,Like New,1100,700
H&M,Accessories,Like New,600,300
Skechers,Women's Outerwear,Like New,5000,3000
Steve Madden,Women's Traditional,Fair,8200,2100
ARKET,Women's Tops,Fair,9600,2700
Forever 21,Women's Dresses,New with tags,2600,2300
Anamika Khanna,Accessories,New with tags,25200,17750
Local Brand,Women's Bottoms,Like New,650,400
Charles & Keith,Men's Bottoms,Well Loved,2600,350
Adidas,Men's Bottoms,Good,8800,3650
Westside,Men's Outerwear,Fair,2500,700
Louis Philippe,Women's Bottoms,Like New,2600,1600
Louis Philippe,Men's Outerwear,Good,5900,3000
Reformation,Men's Bottoms,Like New,22600,12100
Puma,Women's Dresses,New with tags,3000,2200
Adidas,Women's Traditional,Like New,3600,2500
Steve Madden,Women's Tops,Good,8400,3250
Anita Dongre,Women's Tops,Fair,36800,8200
Aldo,Women's Bottoms,Well Loved,2700,350
Pantaloons,Women's Tops,Well Loved,1400,150
AND,Men's Bottoms,Fair,2500,700
Hidesign,Men's Formal,Well Loved,14000,2050
Biba,Men's Tops,Fair,3200,750
Reliance Trends,Women's Traditional,New with tags,1350,1215
Sangria,Women's Bottoms,Fair,900,200
Jaypore,Footwear,Good,6500,2950
Clarks,Men's Bottoms,New with tags,8500,6400
Anatomy,Women's Tops,Good,4200,1600
Global Desi,Men's Bottoms,Fair,4000,1050
Ralph Lauren,Accessories,Like New,8000,4550
Anatomy,Men's Formal,Well Loved,4400,450
Zara,Men's Formal,Good,8000,3100
Zara,Women's Traditional,Good,7500,3600
Ritu Wear,Men's Outerwear,Fair,2000,600
Tarun Tahiliani,Men's Bottoms,New with tags,86500,62400
Sabyasachi,Women's Sets,New with tags,88100,79290
Payal Singhal,Men's Tops,New with tags,25200,19150
Rangmanch,Men's Tops,Good,2300,1000
Louis Philippe,Women's Traditional,Fair,7000,1900
No Brand,Women's Traditional,Good,700,300
Sangria,Women's Outerwear,Good,3300,1600
Forever 21,Women's Tops,Good,1300,500
Ritu Wear,Men's Tops,Good,2300,800
Rohit Bal,Women's Outerwear,Fair,71400,23050
Steve Madden,Men's Formal,Fair,7000,2000
Adidas,Men's Bottoms,Fair,6200,1200
FabIndia,Women's Tops,Good,2400,1050
Westside,Women's Bottoms,Good,2400,1050
Anatomy,Women's Bottoms,Good,4900,2050
Amrapali,Men's Formal,Good,13600,6000
Peter England,Women's Outerwear,Good,2000,1000
& Other Stories,Women's Bottoms,Like New,3900,2050
Tribe Amrapali,Footwear,Good,5800,2500
ARKET,Women's Sets,Good,17500,7150
Steve Madden,Men's Tops,Like New,3500,2050
Marks & Spencer,Women's Tops,Good,4900,2100
Accessorize,Women's Traditional,Like New,3500,2400
Anita Dongre,Women's Tops,Good,32800,13750
Chemistry,Women's Tops,Like New,1300,800
Uniqlo,Women's Outerwear,Like New,3600,2400
Toteme,Women's Tops,Like New,21000,12300
Manish Malhotra,Men's Outerwear,Good,70500,38000
Amrapali,Men's Formal,Good,3900,1650
Anatomy,Men's Bottoms,Fair,3200,700
Toteme,Men's Tops,Like New,26000,13250
Anamika Khanna,Women's Tops,Like New,19900,11550
W,Women's Bottoms,Good,3500,1400
No Brand,Men's Bottoms,Like New,850,500
V-Mart,Women's Bottoms,Like New,400,300
W,Accessories,Fair,3600,700
New Balance,Women's Bottoms,Well Loved,10800,1350
Masaba Gupta,Men's Outerwear,New with tags,11000,9900
No Brand,Women's Traditional,Good,500,200
Sabyasachi,Women's Tops,Good,56000,23400
Only,Men's Tops,Well Loved,3500,350
No Brand,Women's Bottoms,Good,1150,400
Chemistry,Footwear,New with tags,1000,750
Mango,Women's Outerwear,Like New,1700,1250
H&M,Women's Outerwear,Well Loved,3200,450
Under Armour,Footwear,Like New,7900,4400
& Other Stories,Men's Formal,Like New,6100,4150
Calvin Klein,Women's Tops,Like New,6500,4250
ASOS,Women's Bottoms,Like New,1900,1000
Vintage,Bags,Fair,0,450
Anita Dongre,Women's Traditional,Fair,16000,4900
Anamika Khanna,Women's Tops,Good,33000,11000
Nanushka,Women's Tops,Good,24500,9150
Calvin Klein,Women's Bottoms,Good,8600,3300
Ritu Kumar,Footwear,Like New,12100,8500
Under Armour,Women's Bottoms,Like New,6000,3500
Manish Malhotra,Women's Tops,Like New,143400,80950
Forever 21,Men's Tops,Fair,2500,550
Amrapali,Men's Bottoms,Good,12600,4750
Vans,Women's Sets,Like New,7200,5100
COS,Men's Tops,Like New,10400,6050
Converse,Women's Tops,New with tags,3900,3450
Aurelia,Footwear,Good,3200,1250
Skechers,Women's Bottoms,Well Loved,7100,950
Biba,Women's Outerwear,New with tags,1300,1170
Puma,Women's Traditional,Well Loved,4200,600
Vintage,Women's Outerwear,New with tags,0,3000
Local Brand,Women's Tops,Good,1000,450
COS,Footwear,Like New,7000,4300
Reebok,Women's Bottoms,Like New,2100,1450
Acne Studios,Women's Bottoms,Good,45500,16650
Park Avenue,Men's Bottoms,Fair,2300,450
Manish Malhotra,Men's Bottoms,Like New,119900,68200
Lacoste,Bags,Good,4800,2200
Manish Malhotra,Jewelry,Like New,143100,113150
Tommy Hilfiger,Women's Bottoms,Good,10200,4450
Abu Jani Sandeep Khosla,Women's Outerwear,Like New,94300,72100
No Brand,Men's Bottoms,Good,900,400
Westside,Women's Outerwear,Well Loved,3000,550
Nanushka,Women's Tops,Good,16100,7500
Anita Dongre,Women's Tops,Fair,30400,7950
Anamika Khanna,Women's Tops,Good,33900,15100
Reformation,Women's Outerwear,Good,24600,10500
Global Desi,Women's Outerwear,New with tags,7800,7020
Levi's,Women's Sets,Good,8000,4050
Charles & Keith,Women's Sets,Like New,3700,2200
Peter England,Women's Bottoms,Well Loved,2600,400
Calvin Klein,Men's Bottoms,Good,10300,4000
Ritu Kumar,Women's Bottoms,Good,11600,5150
Charles & Keith,Women's Tops,Good,4900,1950
Vero Moda,Men's Tops,Good,4300,1600
Puma,Men's Bottoms,Good,3200,1500
Sabyasachi,Women's Dresses,Like New,157100,106400
Vans,Women's Sets,Good,6200,2800
Global Desi,Women's Traditional,Good,7500,3600
Steve Madden,Women's Dresses,New with tags,5300,3900
Nine West,Women's Sets,Fair,4700,1200
Thrift,Women's Outerwear,Like New,1250,1000
Skechers,Men's Tops,Like New,3000,1750
FabIndia,Women's Tops,Fair,6500,1400
Anatomy,Women's Outerwear,Like New,1800,1500
Charles & Keith,Women's Traditional,Like New,6400,4550
Abu Jani Sandeep Khosla,Women's Bottoms,Good,64800,26700
Steve Madden,Women's Bottoms,Like New,7900,5450
Pantaloons,Men's Formal,Well Loved,4000,550
Lacoste,Women's Bottoms,Fair,5100,1250
Louis Philippe,Men's Outerwear,Good,5200,2550
Puma,Men's Tops,Fair,6100,1200
& Other Stories,Women's Tops,Like New,11400,7200
Anatomy,Footwear,Like New,1200,900
Steve Madden,Jewelry,Like New,3100,2050
Steve Madden,Women's Tops,Good,8400,3650
Aldo,Men's Tops,New with tags,3800,2600
Tarun Tahiliani,Women's Bottoms,Like New,81500,44050
